t,V_a,V_b,m,h,n,I_Na,I_K,I_L,I_syn_b,g_syn
20.25,-74.232544,-73.85540905,0.01669137828,0.2011891331,0.6205462439,-0.0139475441,14.7733787,-5.953663199,19.058905,0.2582219165
20.26,-74.22060168,-73.89797906,0.0167125866,0.2020367463,0.619800794,-0.01405841152,14.765964,-5.950080503,18.97596784,0.2569340294
20.27,-74.20861993,-73.93635812,0.01673410628,0.2028826775,0.6190568634,-0.01417051124,14.75854848,-5.946485978,18.89220794,0.2556525655
20.28,-74.19659885,-73.97092191,0.01675592412,0.203726928,0.6183144501,-0.01428382564,14.75113144,-5.942879654,18.80774542,0.254377493
20.29,-74.18453853,-74.002015,0.01677802786,0.2045694992,0.6175735523,-0.01439833882,14.74371223,-5.939261558,18.7226898,0.25310878
20.3,-74.17243905,-74.02995286,0.01680040608,0.2054103922,0.6168341685,-0.01451403637,14.73629024,-5.935631715,18.63714068,0.2518463947
20.31,-74.16030049,-74.05502383,0.0168230482,0.2062496085,0.6160962966,-0.01463090539,14.72886493,-5.931990148,18.55118851,0.2505903056
20.32,-74.14812293,-74.07749112,0.01684594439,0.2070871494,0.6153599351,-0.01474893432,14.72143578,-5.92833688,18.46491528,0.2493404812
20.33,-74.13590643,-74.09759467,0.01686908549,0.2079230161,0.6146250822,-0.01486811289,14.71400232,-5.92467193,18.37839519,0.2480968904
20.34,-74.12365106,-74.11555297,0.01689246304,0.2087572101,0.6138917361,-0.01498843207,14.70656411,-5.920995317,18.29169532,0.246859502
20.35,-74.11135686,-74.1315648,0.01691606915,0.2095897326,0.613159895,-0.01510988395,14.69912078,-5.917307058,18.20487617,0.2456282851
20.36,-74.0990239,-74.14581082,0.01693989652,0.210420585,0.6124295572,-0.01523246169,14.69167194,-5.913607169,18.11799232,0.2444032089
20.37,-74.08665222,-74.15845512,0.01696393836,0.2112497687,0.611700721,-0.01535615947,14.68421727,-5.909895666,18.03109286,0.2431842428
20.38,-74.07424188,-74.16964663,0.0169881884,0.2120772849,0.6109733847,-0.01548097242,14.67675646,-5.906172563,17.94422197,0.2419713563
20.39,-74.0617929,-74.17952048,0.01701264078,0.2129031351,0.6102475464,-0.01560689657,14.66928923,-5.902437871,17.85741931,0.2407645191
20.4,-74.04930535,-74.18819917,0.01703729012,0.2137273204,0.6095232045,-0.01573392879,14.66181533,-5.898691605,17.77072047,0.2395637011
20.41,-74.03677925,-74.19579372,0.0170621314,0.2145498424,0.6088003572,-0.01586206677,14.65433453,-5.894933774,17.68415736,0.2383688721
20.42,-74.02421463,-74.20240474,0.01708715999,0.2153707023,0.6080790028,-0.01599130893,14.64684662,-5.89116439,17.59775853,0.2371800024
20.43,-74.01161154,-74.20812336,0.01711237159,0.2161899016,0.6073591396,-0.01612165442,14.63935139,-5.887383463,17.51154953,0.2359970622
20.44,-73.99897001,-74.21303211,0.01713776222,0.2170074414,0.6066407658,-0.01625310306,14.6318487,-5.883591002,17.42555316,0.234820022
20.45,-73.98629005,-74.21720571,0.01716332822,0.2178233233,0.6059238798,-0.0163856553,14.62433836,-5.879787016,17.33978977,0.2336488522
20.46,-73.97357171,-74.22071181,0.0171890662,0.2186375485,0.6052084798,-0.0165193122,14.61682026,-5.875971513,17.2542775,0.2324835237
20.47,-73.960815,-74.22361166,0.01721497301,0.2194501184,0.6044945641,-0.01665407541,14.60929426,-5.872144501,17.16903248,0.2313240073
20.48,-73.94801996,-74.22596072,0.01724104576,0.2202610344,0.603782131,-0.01678994709,14.60176025,-5.868305988,17.08406903,0.230170274
20.49,-73.9351866,-74.22780917,0.01726728179,0.2210702978,0.6030711789,-0.01692692994,14.59421813,-5.864455981,16.99939987,0.229022295
20.5,-73.92231496,-74.22920248,0.01729367864,0.2218779099,0.6023617059,-0.01706502713,14.58666783,-5.860594487,16.91503624,0.2278800415
20.51,-73.90940504,-74.23018178,0.01732023404,0.2226838722,0.6016537105,-0.01720424232,14.57910926,-5.856721512,16.83098806,0.2267434851
20.52,-73.89645687,-74.23078434,0.01734694593,0.2234881859,0.6009471909,-0.01734457958,14.57154236,-5.852837062,16.7472641,0.2256125972
20.53,-73.88347048,-74.2310439,0.01737381238,0.2242908525,0.6002421455,-0.01748604342,14.56396708,-5.848941144,16.66387204,0.2244873497
20.54,-73.87044588,-74.23099103,0.01740083165,0.2250918733,0.5995385725,-0.01762863875,14.55638337,-5.845033764,16.58081861,0.2233677144
20.55,-73.85738309,-74.23065342,0.01742800214,0.2258912496,0.5988364703,-0.01777237086,14.5487912,-5.841114927,16.49810968,0.2222536632
20.56,-73.84428213,-74.23005615,0.01745532237,0.2266889828,0.5981358372,-0.0179172454,14.54119055,-5.837184639,16.41575036,0.2211451685
20.57,-73.83114302,-74.22922198,0.01748279103,0.2274850743,0.5974366715,-0.01806326837,14.53358138,-5.833242905,16.33374504,0.2200422023
20.58,-73.81796577,-74.2281715,0.01751040688,0.2282795255,0.5967389715,-0.0182104461,14.52596369,-5.82928973,16.2520975,0.2189447373
20.59,-73.8047504,-74.2269234,0.01753816883,0.2290723376,0.5960427357,-0.01835878526,14.51833747,-5.825325121,16.17081098,0.2178527459
20.6,-73.79149694,-74.22549465,0.01756607587,0.229863512,0.5953479623,-0.01850829279,14.51070272,-5.821349081,16.08988818,0.2167662008
20.61,-73.77820539,-74.22390062,0.0175941271,0.2306530502,0.5946546497,-0.01865897596,14.50305945,-5.817361618,16.00933137,0.2156850748
20.62,-73.76487578,-74.22215526,0.01762232171,0.2314409535,0.5939627962,-0.01881084229,14.49540768,-5.813362734,15.9291424,0.214609341
20.63,-73.75150812,-74.22027124,0.01765065897,0.2322272231,0.5932724002,-0.0189638996,14.48774741,-5.809352436,15.84932277,0.2135389725
20.64,-73.73810243,-74.21826005,0.01767913823,0.2330118606,0.5925834599,-0.01911815594,14.48007867,-5.80533073,15.76987364,0.2124739424
20.65,-73.72465873,-74.21613215,0.01770775891,0.2337948672,0.5918959739,-0.01927361965,14.47240148,-5.801297619,15.69079587,0.2114142242
20.66,-73.71117703,-74.21389702,0.01773652051,0.2345762443,0.5912099405,-0.01943029928,14.46471589,-5.79725311,15.61209007,0.2103597913
20.67,-73.69765736,-74.21156329,0.01776542258,0.2353559933,0.5905253579,-0.01958820363,14.45702191,-5.793197207,15.53375661,0.2093106175
20.68,-73.68409972,-74.2091388,0.01779446474,0.2361341155,0.5898422246,-0.01974734172,14.4493196,-5.789129917,15.45579564,0.2082666764
20.69,-73.67050415,-74.20663067,0.01782364667,0.2369106123,0.589160539,-0.0199077228,14.441609,-5.785051244,15.37820712,0.2072279421
20.7,-73.65687065,-74.20404539,0.01785296808,0.2376854851,0.5884802993,-0.02006935634,14.43389014,-5.780961194,15.30099083,0.2061943884
20.71,-73.64319924,-74.20138887,0.01788242874,0.2384587352,0.5878015041,-0.02023225199,14.42616309,-5.776859773,15.2241464,0.2051659896
20.72,-73.62948995,-74.19866647,0.01791202849,0.2392303639,0.5871241517,-0.02039641963,14.41842789,-5.772746986,15.14767335,0.2041427199
20.73,-73.6157428,-74.19588309,0.01794176717,0.2400003727,0.5864482405,-0.02056186932,14.4106846,-5.768622839,15.07157103,0.2031245539
20.74,-73.6019578,-74.19304318,0.01797164469,0.2407687628,0.5857737688,-0.02072861133,14.40293328,-5.764487339,14.9958387,0.2021114659
20.75,-73.58813497,-74.1901508,0.01800166098,0.2415355358,0.5851007351,-0.02089665609,14.39517399,-5.760340491,14.92047552,0.2011034308
20.76,-73.57427434,-74.18720965,0.01803181602,0.2423006928,0.5844291377,-0.02106601425,14.38740679,-5.756182301,14.84548058,0.2001004233
20.77,-73.56037592,-74.1842231,0.01806210981,0.2430642353,0.5837589751,-0.0212366966,14.37963175,-5.752012777,14.77085284,0.1991024182
20.78,-73.54643975,-74.18119424,0.01809254237,0.2438261646,0.5830902457,-0.02140871414,14.37184893,-5.747831924,14.69659124,0.1981093908
20.79,-73.53246583,-74.17812587,0.01812311378,0.2445864822,0.5824229478,-0.02158207803,14.36405842,-5.743639748,14.62269464,0.1971213161
20.8,-73.51845419,-74.17502055,0.01815382412,0.2453451892,0.5817570799,-0.02175679959,14.35626028,-5.739436258,14.54916182,0.1961381694
20.81,-73.50440487,-74.17188061,0.0181846735,0.2461022872,0.5810926404,-0.02193289032,14.34845458,-5.73522146,14.47599154,0.1951599262
20.82,-73.49031787,-74.16870821,0.01821566206,0.2468577775,0.5804296278,-0.02211036188,14.34064141,-5.730995361,14.40318249,0.194186562
20.83,-73.47619323,-74.16550528,0.01824678995,0.2476116614,0.5797680404,-0.0222892261,14.33282083,-5.726757968,14.33073336,0.1932180525
20.84,-73.46203096,-74.16227361,0.01827805735,0.2483639403,0.5791078766,-0.02246949496,14.32499294,-5.722509289,14.25864275,0.1922543734
20.85,-73.4478311,-74.15901483,0.01830946445,0.2491146155,0.578449135,-0.0226511806,14.31715781,-5.718249331,14.18690927,0.1912955007
20.86,-73.43359368,-74.15573042,0.01834101147,0.2498636885,0.5777918139,-0.02283429532,14.30931552,-5.713978103,14.11553148,0.1903414105
20.87,-73.41931871,-74.15242176,0.01837269864,0.2506111605,0.5771359117,-0.02301885157,14.30146616,-5.709695612,14.04450793,0.1893920787
20.88,-73.40500622,-74.14909009,0.01840452619,0.2513570329,0.576481427,-0.02320486197,14.29360982,-5.705401867,13.97383715,0.1884474818
20.89,-73.39065626,-74.14573655,0.01843649439,0.2521013072,0.5758283582,-0.02339233928,14.28574659,-5.701096877,13.90351763,0.187507596
20.9,-73.37626883,-74.14236218,0.01846860351,0.2528439845,0.5751767036,-0.0235812964,14.27787654,-5.696780649,13.83354787,0.186572398
20.91,-73.36184398,-74.13896794,0.01850085383,0.2535850664,0.5745264618,-0.02377174641,14.26999978,-5.692453193,13.76392634,0.1856418643
20.92,-73.34738172,-74.1355547,0.01853324565,0.2543245542,0.5738776312,-0.02396370251,14.26211639,-5.688114517,13.6946515,0.1847159716
20.93,-73.33288211,-74.13212326,0.01856577927,0.2550624491,0.5732302102,-0.02415717806,14.25422647,-5.683764632,13.6257218,0.1837946969
20.94,-73.31834515,-74.12867436,0.01859845501,0.2557987527,0.5725841974,-0.02435218657,14.24633012,-5.679403546,13.5571357,0.182878017
20.95,-73.3037709,-74.12520868,0.01863127321,0.2565334662,0.5719395912,-0.02454874171,14.23842741,-5.675031269,13.48889162,0.1819659091
20.96,-73.28915937,-74.12172682,0.01866423418,0.2572665909,0.57129639,-0.02474685728,14.23051846,-5.670647811,13.420988,0.1810583503
20.97,-73.27451061,-74.11822935,0.01869733828,0.2579981284,0.5706545924,-0.02494654724,14.22260335,-5.666253182,13.35342327,0.180155318
20.98,-73.25982464,-74.11471679,0.01873058585,0.2587280798,0.5700141967,-0.02514782567,14.21468219,-5.661847393,13.28619585,0.1792567896
20.99,-73.24510151,-74.11118962,0.01876397726,0.2594564466,0.5693752016,-0.02535070684,14.20675508,-5.657430454,13.21930416,0.1783627427
21,-73.23034125,-74.10764826,0.01879751288,0.2601832302,0.5687376054,-0.02555520512,14.19882211,-5.653002376,13.15274663,0.1774731548
21.01,-73.2155439,-74.10409312,0.01883119306,0.2609084318,0.5681014066,-0.02576133508,14.19088338,-5.648563169,13.08652167,0.1765880037
21.02,-73.20070949,-74.10052456,0.0188650182,0.2616320529,0.5674666038,-0.02596911139,14.182939,-5.644112846,13.0206277,0.1757072674
21.03,-73.18583806,-74.09694292,0.01889898867,0.2623540948,0.5668331954,-0.02617854888,14.17498908,-5.639651417,12.95506316,0.1748309237
21.04,-73.17092965,-74.0933485,0.01893310486,0.2630745589,0.56620118,-0.02638966255,14.1670337,-5.635178895,12.88982645,0.1739589509
21.05,-73.1559843,-74.08974159,0.01896736717,0.2637934465,0.5655705559,-0.02660246751,14.15907298,-5.63069529,12.82491601,0.173091327
21.06,-73.14100205,-74.08612244,0.01900177599,0.2645107589,0.5649413218,-0.02681697906,14.15110702,-5.626200616,12.76033027,0.1722280304
21.07,-73.12598295,-74.08249128,0.01903633174,0.2652264976,0.5643134761,-0.02703321262,14.14313592,-5.621694884,12.69606764,0.1713690395
21.08,-73.11092702,-74.07884834,0.0190710348,0.2659406639,0.5636870173,-0.02725118376,14.1351598,-5.617178107,12.63212658,0.1705143328
21.09,-73.09583433,-74.07519382,0.0191058856,0.2666532591,0.563061944,-0.02747090821,14.12717876,-5.612650299,12.56850551,0.1696638891
21.1,-73.08070491,-74.07152788,0.01914088455,0.2673642846,0.5624382546,-0.02769240184,14.11919291,-5.608111472,12.50520288,0.1688176869
21.11,-73.0655388,-74.06785071,0.01917603207,0.2680737419,0.5618159477,-0.02791568068,14.11120235,-5.603561639,12.44221713,0.1679757052
21.12,-73.05033605,-74.06416244,0.01921132857,0.2687816321,0.5611950217,-0.02814076092,14.1032072,-5.599000814,12.37954672,0.1671379228
21.13,-73.0350967,-74.06046322,0.01924677449,0.2694879567,0.5605754753,-0.02836765886,14.09520756,-5.594429011,12.31719009,0.166304319
21.14,-73.01982081,-74.05675318,0.01928237023,0.2701927171,0.5599573069,-0.02859639101,14.08720355,-5.589846243,12.25514573,0.1654748727
21.15,-73.00450842,-74.05303242,0.01931811625,0.2708959145,0.559340515,-0.028826974,14.07919527,-5.585252526,12.19341207,0.1646495633
21.16,-72.98915958,-74.04930106,0.01935401295,0.2715975504,0.5587250983,-0.0290594246,14.07118284,-5.580647873,12.13198761,0.1638283702
21.17,-72.97377433,-74.04555919,0.01939006079,0.2722976261,0.5581110552,-0.02929375978,14.06316637,-5.5760323,12.07087082,0.1630112728
21.18,-72.95835274,-74.0418069,0.01942626019,0.272996143,0.5574983842,-0.02952999662,14.05514597,-5.571405821,12.01006017,0.1621982507
21.19,-72.94289484,-74.03804426,0.01946261159,0.2736931025,0.556887084,-0.02976815238,14.04712176,-5.566768451,11.94955417,0.1613892836
21.2,-72.92740069,-74.03427135,0.01949911543,0.2743885058,0.556277153,-0.03000824449,14.03909385,-5.562120207,11.8893513,0.1605843511
21.21,-72.91187034,-74.03048822,0.01953577214,0.2750823543,0.5556685898,-0.0302502905,14.03106235,-5.557461103,11.82945006,0.1597834334
21.22,-72.89630385,-74.02669495,0.01957258218,0.2757746495,0.5550613929,-0.03049430816,14.02302738,-5.552791156,11.76984897,0.1589865102
21.23,-72.88070127,-74.02289158,0.01960954599,0.2764653926,0.554455561,-0.03074031536,14.01498906,-5.548110382,11.71054653,0.1581935616
21.24,-72.86506266,-74.01907815,0.01964666401,0.277154585,0.5538510924,-0.03098833014,14.00694749,-5.543418797,11.65154127,0.1574045679
21.25,-72.84938806,-74.01525471,0.01968393668,0.2778422281,0.5532479859,-0.03123837072,13.9989028,-5.538716418,11.59283171,0.1566195094
21.26,-72.83367754,-74.01142131,0.01972136446,0.2785283233,0.55264624,-0.03149045549,13.99085511,-5.534003262,11.53441638,0.1558383663
21.27,-72.81793115,-74.00757796,0.01975894779,0.2792128718,0.5520458532,-0.03174460299,13.98280453,-5.529279346,11.47629382,0.1550611192
21.28,-72.80214896,-74.0037247,0.01979668712,0.2798958751,0.5514468241,-0.03200083193,13.97475118,-5.524544688,11.41846259,0.1542877487
21.29,-72.78633102,-73.99986156,0.01983458291,0.2805773345,0.5508491513,-0.03225916118,13.96669517,-5.519799305,11.36092122,0.1535182353
21.3,-72.77047738,-73.99598855,0.01987263559,0.2812572514,0.5502528333,-0.03251960979,13.95863664,-5.515043215,11.30366829,0.1527525599
21.31,-72.75458812,-73.9921057,0.01991084564,0.2819356271,0.5496578687,-0.03278219696,13.95057569,-5.510276436,11.24670235,0.1519907034
21.32,-72.73866329,-73.98821302,0.01994921349,0.282612463,0.5490642561,-0.03304694209,13.94251244,-5.505498988,11.19002197,0.1512326466
21.33,-72.72270296,-73.98431053,0.01998773961,0.2832877604,0.548471994,-0.03331386473,13.93444702,-5.500710887,11.13362574,0.1504783706
21.34,-72.70670718,-73.98039824,0.02002642444,0.2839615207,0.5478810812,-0.03358298459,13.92637955,-5.495912154,11.07751224,0.1497278566
21.35,-72.69067602,-73.97647615,0.02006526844,0.2846337453,0.547291516,-0.03385432159,13.91831015,-5.491102807,11.02168006,0.1489810858
21.36,-72.67460955,-73.97254428,0.02010427206,0.2853044355,0.5467032972,-0.0341278958,13.91023894,-5.486282866,10.9661278,0.1482380395
21.37,-72.65850784,-73.96860262,0.02014343577,0.2859735927,0.5461164233,-0.03440372747,13.90216604,-5.481452351,10.91085406,0.1474986992
21.38,-72.64237094,-73.96465118,0.02018276001,0.2866412182,0.545530893,-0.03468183702,13.89409158,-5.476611281,10.85585746,0.1467630464
21.39,-72.62619892,-73.96068997,0.02022224524,0.2873073135,0.5449467047,-0.03496224506,13.88601567,-5.471759676,10.80113661,0.1460310626
21.4,-72.60999186,-73.95671897,0.02026189193,0.2879718798,0.5443638571,-0.03524497239,13.87793845,-5.466897557,10.74669014,0.1453027297
21.41,-72.59374982,-73.95273819,0.02030170051,0.2886349185,0.5437823488,-0.03553003995,13.86986003,-5.462024945,10.69251668,0.1445780293
21.42,-72.57747287,-73.94874763,0.02034167147,0.2892964309,0.5432021785,-0.03581746892,13.86178054,-5.45714186,10.63861487,0.1438569433
21.43,-72.56116108,-73.94474729,0.02038180523,0.2899564185,0.5426233446,-0.03610728061,13.8537001,-5.452248324,10.58498335,0.1431394539
21.44,-72.54481452,-73.94073714,0.02042210228,0.2906148826,0.5420458459,-0.03639949655,13.84561884,-5.447344357,10.53162077,0.1424255428
21.45,-72.52843327,-73.9367172,0.02046256306,0.2912718246,0.5414696809,-0.03669413844,13.83753688,-5.442429982,10.4785258,0.1417151925
21.46,-72.5120174,-73.93268745,0.02050318803,0.2919272458,0.5408948482,-0.03699122818,13.82945435,-5.437505221,10.42569709,0.141008385
21.47,-72.49556698,-73.92864788,0.02054397765,0.2925811475,0.5403213465,-0.03729078784,13.82137138,-5.432570094,10.37313331,0.1403051028
21.48,-72.47908209,-73.92459849,0.02058493237,0.2932335312,0.5397491744,-0.03759283969,13.81328808,-5.427624626,10.32083315,0.1396053281
21.49,-72.46256279,-73.92053926,0.02062605265,0.2938843982,0.5391783305,-0.03789740621,13.8052046,-5.422668838,10.26879528,0.1389090437
21.5,-72.44600918,-73.91647018,0.02066733896,0.2945337499,0.5386088134,-0.03820451004,13.79712105,-5.417702753,10.2170184,0.1382162319
21.51,-72.42942131,-73.91239124,0.02070879174,0.2951815875,0.5380406218,-0.03851417404,13.78903756,-5.412726394,10.1655012,0.1375268756
21.52,-72.41279928,-73.90830244,0.02075041145,0.2958279126,0.5374737542,-0.03882642125,13.78095426,-5.407739785,10.11424238,0.1368409574
21.53,-72.39614316,-73.90420375,0.02079219856,0.2964727263,0.5369082093,-0.03914127492,13.77287127,-5.402742949,10.06324066,0.1361584603
21.54,-72.37945303,-73.90009516,0.0208341535,0.2971160302,0.5363439858,-0.03945875849,13.76478874,-5.39773591,10.01249475,0.1354793672
21.55,-72.36272897,-73.89597666,0.02087627676,0.2977578256,0.5357810823,-0.03977889561,13.75670677,-5.392718692,9.962003375,0.134803661
21.56,-72.34597107,-73.89184824,0.02091856877,0.2983981137,0.5352194973,-0.04010171011,13.74862551,-5.38769132,9.911765257,0.1341313249
21.57,-72.32917939,-73.88770988,0.02096102999,0.2990368961,0.5346592296,-0.04042722604,13.74054509,-5.382653817,9.861779132,0.1334623422
21.58,-72.31235403,-73.88356156,0.02100366089,0.299674174,0.5341002778,-0.04075546767,13.73246562,-5.37760621,9.812043743,0.1327966959
21.59,-72.29549507,-73.87940328,0.0210464619,0.3003099488,0.5335426405,-0.04108645943,13.72438725,-5.372548521,9.762557836,0.1321343697
21.6,-72.27860259,-73.87523501,0.0210894335,0.3009442219,0.5329863164,-0.04142022601,13.7163101,-5.367480778,9.713320163,0.1314753467
21.61,-72.26167669,-73.87105674,0.02113257613,0.3015769946,0.5324313041,-0.04175679227,13.7082343,-5.362403006,9.664329485,0.1308196107
21.62,-72.24471743,-73.86686845,0.02117589025,0.3022082683,0.5318776023,-0.0420961833,13.70015998,-5.357315229,9.615584567,0.1301671452
21.63,-72.22772492,-73.86267012,0.02121937631,0.3028380444,0.5313252096,-0.0424384244,13.69208728,-5.352217475,9.56708418,0.1295179338
21.64,-72.21069923,-73.85846175,0.02126303477,0.3034663242,0.5307741247,-0.04278354107,13.68401633,-5.347109769,9.518827103,0.1288719605
